ticket_id,store_id,date_opened,priority,category,subcategory,status,chaos_type,escalation_flag,filename
INC-00274,SW-0049,2025-12-07T16:42:00+05:30,P3,Wi-Fi / Network,Guest Wi-Fi,Open,,False,raw/INC-00274.json
INC-00275,SW-0045,2026-02-15T14:29:00+05:30,P3,Wi-Fi / Network,Device Connectivity,Open,,False,raw/INC-00275.json
INC-00277,SW-0054,2025-11-22T17:08:00+05:30,P2,POS,Software Update,Open,,False,raw/INC-00277.json
INC-00278,SW-0007,2026-03-24T12:42:00+05:30,P3,Printers,Not Detected,Open,,False,raw/INC-00278.json
INC-00279,SW-0054,2025-11-18T10:24:00+05:30,P2,Printers,Not Detected,Open,misdirection,False,raw/INC-00279.json
INC-00280,SW-0093,2026-05-06T09:22:00+05:30,P2,Online Orders,Payment Timeout,Open,,False,raw/INC-00280.json
INC-00281,SW-0086,2025-12-03T07:19:00+05:30,P4,Soft Serve,Cleaning Cycle,Open,,False,raw/INC-00281.json
INC-00282,SW-0071,2025-11-05T20:32:00+05:30,P3,POS,Terminal Startup,Open,,True,raw/INC-00282.json
INC-00286,SW-0072,2026-01-20T10:41:00+05:30,P3,POS,Loyalty Sync,Open,,True,raw/INC-00286.json
INC-00288,SW-0070,2025-12-30T14:40:00+05:30,P1,Printers,Not Detected,Open,,False,raw/INC-00288.json
INC-00289,SW-0069,2026-01-28T19:34:00+05:30,P2,Soft Serve,Machine Won't Start,Open,,True,raw/INC-00289.json
INC-00290,SW-0053,2025-12-12T20:36:00+05:30,P2,POS,Network,Open,,False,raw/INC-00290.json
INC-00291,SW-0111,2026-03-03T08:08:00+05:30,P3,Soft Serve,Overcooling,Open,,False,raw/INC-00291.json
INC-00292,SW-0027,2025-11-09T14:16:00+05:30,P3,Wi-Fi / Network,Guest Wi-Fi,Closed,,True,raw/INC-00292.json
INC-00293,SW-0059,2026-04-22T11:14:00+05:30,P1,Online Orders,Not on KDS,Closed,,False,raw/INC-00293.json
INC-00295,SW-0110,2026-05-02T10:22:00+05:30,P2,POS,Software Update,Open,,False,raw/INC-00295.json
INC-00296,SW-0007,2026-05-10T18:47:00+05:30,P2,Printers,Blank Receipt,Open,vague,False,raw/INC-00296.json
INC-00297,SW-0116,2026-01-09T11:38:00+05:30,P3,Online Orders,Swiggy Down,Open,,False,raw/INC-00297.json
INC-00298,SW-0008,2026-01-03T09:31:00+05:30,P4,Kiosks,Screen Frozen,Closed,unknown_system,False,raw/INC-00298.json
INC-00299,SW-0055,2026-01-12T18:55:00+05:30,P4,Online Orders,Zomato Down,Open,,True,raw/INC-00299.json
INC-00300,SW-0043,2025-12-12T07:13:00+05:30,P3,POS,Network Connectivity,Open,miscategorized,False,raw/INC-00300.json
INC-00301,SW-0108,2026-02-10T12:18:00+05:30,P3,Wi-Fi / Network,VPN,Open,,False,raw/INC-00301.json
INC-00302,SW-0043,2025-11-25T15:43:00+05:30,P4,Online Orders,Menu Mismatch,Resolved,,False,raw/INC-00302.json
INC-00304,SW-0076,2026-02-26T08:16:00+05:30,P4,Soft Serve,Machine Won't Start,Open,,False,raw/INC-00304.json
INC-00305,SW-0100,2026-02-26T18:09:00+05:30,P4,Printers,Blank Receipt,Open,,True,raw/INC-00305.json
INC-00306,SW-0106,2026-04-01T16:09:00+05:30,P4,Kiosks,Screen Frozen,Open,,False,raw/INC-00306.json
INC-00307,SW-0051,2025-12-27T19:36:00+05:30,P3,POS,PIN Pad,Resolved,vague,False,raw/INC-00307.json
INC-00308,SW-0042,2026-03-15T20:23:00+05:30,P4,POS,Slow Performance,Open,,False,raw/INC-00308.json
INC-00311,SW-0035,2025-12-18T17:37:00+05:30,P3,Wi-Fi / Network,Router Offline,Open,,False,raw/INC-00311.json
INC-00313,SW-0004,2026-02-03T12:43:00+05:30,P3,Printers,Not Detected,Open,,False,raw/INC-00313.json
INC-00314,SW-0037,2026-05-11T20:59:00+05:30,P2,Kiosks,Software Crash,Open,,False,raw/INC-00314.json
INC-00315,SW-0096,2026-04-17T11:45:00+05:30,P2,Printers,Wrong Output,Open,red_herring,False,raw/INC-00315.json
INC-00316,SW-0048,2026-01-07T18:36:00+05:30,P3,Printers,Printer Offline,Open,,False,raw/INC-00316.json
INC-00318,SW-0009,2026-04-14T17:38:00+05:30,P3,Wi-Fi / Network,Guest Wi-Fi,Closed,,False,raw/INC-00318.json
INC-00319,SW-0063,2026-04-02T08:56:00+05:30,P3,Soft Serve,Machine Won't Start,Open,,False,raw/INC-00319.json
